customer_id,age,income,tenure_months,engagement_score,product_uses,support_tickets,lifetime_value,region,true_label
1387,39,47797,9,52.69,5,1,16326.79,East,1
1388,25,55413,4,55.04,2,2,18989.04,East,0
1389,25,71827,23,45.57,4,2,24224.12,South,1
1390,35,34360,34,45.57,2,2,12333.23,West,1
1391,51,154020,94,99.88,10,6,50912.71,North,3
1392,36,62961,25,50.15,4,2,21119.26,West,1
1393,37,49561,30,53.58,4,2,17212.72,West,0
1394,53,95421,76,-0.84,9,5,30863.52,North,3
1395,23,40243,3,54.87,2,2,14200.53,East,0
1396,52,147830,89,100.77,10,4,48758.26,North,3
1397,30,68611,20,64.66,3,1,22902.41,East,4
1398,47,129938,73,99.49,8,5,43183.54,North,2
1399,32,35995,10,54.35,6,3,12548.15,East,1
1400,51,127624,76,79.35,8,4,42207.21,North,2
1401,30,39894,0,55.58,4,2,13755.89,East,1
1402,43,68954,37,44.39,6,3,23114.97,West,2
1403,51,89296,78,-0.17,9,4,29149.02,North,3
1404,22,52906,30,46.78,2,2,18272.69,West,0
1405,25,35651,0,55.44,2,3,12158.36,East,1
1406,49,86410,49,42.29,7,2,29000.08,North,2
1407,38,39619,27,41.58,4,2,14113.49,West,0
1408,32,80470,35,39.43,4,3,26994.95,North,2
1409,47,128762,69,96.18,8,5,42741.82,North,2
1410,25,46319,14,63.81,5,2,15533.33,East,0
1411,40,63370,48,71.61,2,2,21463.1,West,3
1412,24,73309,26,46.29,5,1,24309.59,South,1
1413,27,45812,8,53.65,6,2,15376.35,East,1
1414,30,63789,19,56.36,3,1,21469.25,East,2
1415,43,61729,18,51,3,2,20681.48,South,1
1416,36,75025,30,51.3,6,4,25302.99,East,3
1417,29,48262,37,46.27,2,2,16847.84,West,0
1418,35,64741,16,57.5,3,1,21829.18,East,1
1419,35,102380,50,19.97,7,5,33755.58,North,3
1420,27,67461,12,67.24,3,2,22813.09,East,4
1421,36,38898,33,43.49,3,1,14059.33,West,0
1422,25,61538,14,43.04,2,2,20375.62,East,2
1423,29,42512,34,58.98,2,3,15248.13,West,0
1424,35,67182,26,60.7,2,2,22809.79,East,4
1425,26,63472,19,57.14,3,2,21287.59,East,2
1426,38,62043,42,66.87,3,2,20851.44,West,3
1427,32,48781,30,47.06,2,2,17118.67,West,1
1428,32,70365,25,63.54,4,2,23586.97,East,4
1429,26,66884,23,61.28,4,1,22708.69,East,4
1430,33,69461,28,64.9,5,1,23420.66,East,0
1431,40,46046,18,36.62,6,1,16055.87,West,0
1432,46,131434,76,88.53,9,4,43551.66,North,2
1433,40,56981,17,76.5,6,3,19324.85,South,1
1434,22,53445,12,60.4,4,1,18094.56,East,0
1435,50,146281,87,100.36,9,5,48489.44,North,3
1436,54,118688,71,67.73,9,5,39455.19,North,2
1437,42,111227,65,75.62,5,3,36873.81,North,2
1438,36,123221,66,18.15,6,5,40445.69,North,3
1439,50,129224,70,91.41,8,4,42647.56,North,2
1440,41,61706,50,64.32,4,3,20829.52,West,3
1441,41,96326,47,59.47,6,5,32004.73,North,2
1442,46,80049,46,35.93,6,3,26789.55,West,2
1443,44,127295,64,100.04,8,4,42014.1,North,2
1444,44,63370,39,39.62,5,2,21271.05,West,0
1445,28,53347,15,57.43,4,2,17892.61,East,0
1446,57,151996,95,66.35,9,5,50489.49,North,3
1447,45,65183,43,22.69,8,2,21454.32,West,0
1448,41,71624,38,39.56,6,1,24035.39,West,2
1449,51,112565,68,55.57,7,3,37262.16,North,2
1450,22,63811,21,66.83,4,2,21241.25,East,4
1451,37,61887,31,50.23,6,3,21122.87,West,1
1452,47,85194,59,32.51,7,3,28810.06,North,2
1453,33,89117,36,21.32,6,4,29772.38,East,3
1454,38,62551,15,57.51,4,1,21052.36,South,3
1455,27,61344,15,69.62,3,1,20754.35,East,4
1456,28,65185,15,58.08,4,1,21830.11,East,4
1457,45,132947,72,57.06,7,6,44062.36,North,3
1458,27,63483,18,47.99,3,2,21102.56,East,4
1459,47,124154,69,100.38,7,4,41111.31,North,2
1460,49,132331,74,94.09,9,4,44048.69,North,2
1461,37,65291,22,63.46,5,5,22074.63,East,3
1462,32,51305,8,74.2,5,2,17505.48,East,1
1463,36,66847,19,54.74,4,1,22687.11,East,4
1464,29,36111,8,58.25,4,4,12412.41,East,0
1465,57,123442,88,10.66,11,4,40402.23,North,3
1466,39,45641,24,35.02,4,3,15739.96,West,0
1467,51,125812,67,75.05,10,4,41694.79,North,2
1468,30,66830,17,60.83,2,2,22458.73,East,4
1469,42,69049,33,54.27,3,1,23363.51,West,0
1470,38,117131,62,84.72,5,6,38642.31,North,2
1471,52,110623,70,52.91,8,4,36612.18,North,2
1472,42,79191,49,37.18,8,3,26762.93,North,2
1473,36,100187,50,50.96,5,4,33117.83,North,2
1474,31,53312,33,49.98,1,2,18504.08,West,1
1475,52,153452,92,99.25,9,5,50779.05,North,3
1476,33,74907,27,67.28,4,1,25353.86,West,0
1477,32,68677,15,57.82,4,2,23129.13,East,0
1478,41,39419,30,49.66,4,2,13958.91,West,1
1479,27,28654,0,54.18,5,1,10413.83,East,1
1480,46,125895,76,83.02,7,4,41774.1,North,2
1481,20,71541,24,44.12,3,2,23832.18,West,0
1482,38,55614,6,71.23,8,2,18800.98,South,3
1483,21,51195,11,57.8,2,2,17412.7,East,0
1484,50,142132,86,101.21,8,5,47126.33,North,3
1485,47,132522,65,100.06,7,5,43749.52,North,2
1486,26,61167,6,60.64,4,1,20290.7,East,4
1487,31,59382,11,63.6,4,2,20292.41,East,0
1488,43,60699,31,45.79,5,2,20392.77,West,0
1489,37,92035,39,35.38,3,3,30568.55,North,2
1490,35,57755,41,56.64,3,3,19783.25,West,1
1491,50,129089,67,78.85,9,3,42750.48,North,2
1492,50,145166,87,100.69,9,5,48029.52,North,3
1493,57,114823,94,1.69,12,5,37651.53,North,3
1494,33,82309,38,41.88,3,4,27421.24,North,2
1495,24,55062,14,56.62,2,3,18609.15,East,2
1496,42,58867,13,72.72,7,1,19796.37,South,3
1497,25,63071,22,57.95,3,3,20957.92,East,2
1498,33,68628,27,80.67,3,2,23264.16,East,0
1499,29,75493,26,31.93,3,3,24971.34,North,2
1500,43,77136,41,39.52,6,2,25542.41,West,2
1501,63,140532,89,38.34,12,5,46257.73,North,3
1502,55,108527,80,6.48,9,5,35529.73,North,3
1503,50,87178,77,4.8,7,4,28724.93,West,3
1504,20,61587,22,44.64,4,1,21062.82,East,0
1505,31,57415,36,64.49,1,2,19822.69,West,1
1506,29,70247,24,56.82,3,2,23716.93,East,4
1507,38,53629,11,48.03,3,2,17800.85,South,1
1508,44,76553,38,25.51,7,3,25443.46,West,2
1509,44,128406,76,47.68,7,5,42520.09,North,3
1510,28,57870,13,64.47,2,2,19631.59,East,4
1511,27,63065,28,59.3,1,2,21436.48,West,3
1512,30,70813,16,58.61,3,1,23680.6,East,4
1513,49,103439,68,40.11,8,3,34359.69,North,2
1514,50,82114,65,22.87,9,3,27005.49,North,3
1515,50,86122,76,4.68,8,4,28631.36,North,3
1516,45,128155,72,88.58,7,4,42542.68,North,2
1517,31,71006,28,78.59,3,2,23893.21,East,4
1518,32,64327,16,53.76,3,2,21859.83,East,4
1519,27,68202,21,61.23,3,2,22749.51,East,4
1520,40,59061,15,51.65,6,2,19908.87,South,3
1521,29,68725,29,42.87,3,3,22925.73,North,2
1522,30,64224,14,52.6,5,3,21648.41,East,0
1523,24,62675,20,59.23,2,3,20921.38,East,2
1524,38,51437,28,38.33,5,3,17600.11,West,1
1525,24,36927,3,59.4,3,1,13256.1,East,1
1526,58,139674,93,50.85,9,5,46275.18,North,3
1527,26,59385,16,55.59,2,2,19836.71,East,0
1528,27,42243,0,56.71,5,3,14068.35,East,0
1529,41,51311,8,50.8,4,2,17554.54,South,0
1530,27,37401,24,45.88,2,2,13448.31,East,0
1531,40,47699,7,59.22,6,1,16317.44,East,1
1532,50,122284,65,63.21,8,3,40467.81,North,2
1533,34,60138,35,40.49,6,2,20543.91,West,0
1534,41,42687,26,52.69,4,2,15107.82,West,0
1535,33,68396,17,62.73,3,1,23008.76,East,0
1536,57,113193,85,5.48,10,5,37045.57,North,3
1537,26,62427,32,61.43,2,3,21201.03,West,3
1538,45,79476,64,12.7,8,3,26458.78,West,3
1539,32,57775,19,77.54,7,3,19729.94,South,3
1540,36,68369,27,63.29,3,3,22948.35,East,4
1541,50,114915,69,48.14,8,5,38048.32,North,2
1542,56,157265,96,99.65,9,5,52086.6,North,3
1543,36,51505,28,46.67,7,2,17847.47,West,1
1544,41,70146,36,51.48,6,3,23629.2,West,2
1545,33,66684,21,55.79,4,2,22473.23,East,4
1546,53,94487,72,-1.2,7,4,30750.36,North,3
1547,27,66456,33,44.52,2,1,22143.49,West,1
1548,35,96687,45,15.6,5,4,31826.29,North,3
1549,26,31387,0,57.16,6,2,11338.07,East,1
1550,43,118608,60,93.84,6,3,39332.66,North,2
1551,53,111010,78,-0.36,9,5,35940.53,North,3
1552,53,127233,70,70.72,9,5,41927.6,North,2
1553,43,56712,16,61.15,4,1,19209.08,South,1
1554,37,50800,30,44.33,6,0,17608.05,West,0
1555,19,57898,27,51.55,2,2,19857.95,East,1
1556,24,46057,8,40.69,2,3,15467.75,East,1
1557,35,47247,9,76.23,5,3,16037.88,East,1
1558,25,73031,38,54.83,2,2,24497.9,West,1
1559,51,128332,69,79.36,8,3,42550.88,North,2
1560,21,58633,19,55.02,3,2,20032.15,East,1
1561,38,51030,38,41.52,3,2,17561.02,West,0
1562,51,133221,77,64.33,8,5,44346.43,North,3
1563,23,69452,33,37.92,2,1,23473.87,West,0
1564,37,68040,20,58.96,4,2,22953.25,East,0
1565,41,107288,53,59.31,6,3,35363.42,North,2
1566,41,51097,12,52.57,4,2,17292.88,South,1
1567,24,65634,18,70.28,4,2,22121.97,East,1
1568,49,97864,59,39.76,9,5,32749.53,North,2
1569,22,40185,0,39.04,2,2,13410.36,East,0
1570,33,83394,39,43.83,5,5,27909.22,North,2
1571,25,63073,20,56.42,2,2,21077.62,East,4
1572,25,54751,6,55.23,3,1,18677.88,East,1
1573,27,49991,15,48.7,2,2,16950.2,East,0
1574,34,55810,39,54.93,1,2,19134.05,West,0
1575,39,58583,11,71.77,4,2,19658.4,South,0
1576,21,64681,22,51.84,4,1,22048.37,South,1
1577,52,126273,69,74.26,9,3,41770.85,North,2
1578,31,60076,16,59.13,2,3,20117.85,East,4
1579,24,49236,8,44.81,2,3,16982.35,East,0
1580,34,73661,26,76.17,4,1,24617.19,East,4
1581,51,127010,74,63.7,7,5,41992.99,North,2
1582,30,37937,2,68.83,6,3,13264.31,East,1
1583,32,63752,24,60.72,5,1,21534.96,East,4
1584,39,49710,10,44.85,4,1,16883.15,East,1
1585,58,118803,88,8.84,10,4,38869.69,North,3
1586,32,65003,29,60.11,3,2,21724.16,East,4
1587,50,82844,66,12.87,6,4,27496.57,West,3
1588,43,129748,66,51.07,6,5,42995.86,North,3
1589,25,61407,16,72.11,4,2,20791.88,East,2
1590,48,101346,62,38.61,8,4,33966.83,North,2
1591,38,53998,45,46.5,4,3,18359.48,West,0
1592,34,65043,20,64.93,7,3,21846.57,East,3
1593,30,56092,35,64.8,2,2,19398.69,West,0
1594,26,61308,10,63.19,1,3,20387.55,East,2
1595,44,55444,36,35.58,6,2,18783.48,West,0
1596,50,74144,62,25.5,5,4,24970.1,West,3
1597,37,46223,35,50.54,3,2,16082.69,West,0
1598,35,56458,31,40.41,4,1,19376.7,West,0
1599,29,67483,15,56.9,3,1,22648.76,East,4
1600,28,42263,3,52.82,4,2,14411.29,East,0
1601,38,49226,0,58.9,6,2,16731.83,East,0
1602,40,59282,19,47.85,1,0,19754.98,South,3
1603,29,66591,18,71.96,5,2,22777.83,East,4
1604,26,36837,30,35.52,1,1,13195.21,East,1
1605,59,134849,93,30.02,10,4,44668.07,North,3
1606,38,57585,36,42.3,5,3,19874.61,West,1
1607,55,111932,70,39.86,9,5,36976.64,North,2
1608,25,57737,16,48.58,3,3,19293.87,East,0
1609,31,30799,3,64.09,5,2,10883.43,East,0
1610,39,52000,38,38.17,6,2,17730.6,West,1
1611,31,65609,21,58.92,4,2,22103.39,East,2
1612,21,57767,15,47.97,3,3,19758.9,East,1
1613,34,72632,21,67.03,3,2,24456.79,East,4
1614,22,37225,8,57.29,2,3,13169.32,East,0
1615,50,126164,64,90.69,9,4,41904.03,North,2
1616,23,59553,18,47.75,4,2,19623.2,East,2
1617,51,131971,65,99.34,9,5,43830.48,North,2
1618,23,70421,20,59.52,1,2,23844.14,West,1
1619,40,65666,33,35.23,4,2,22179.3,West,2
1620,41,111789,50,9.86,6,5,36474.18,North,3
1621,53,128405,74,95.63,8,4,42726,North,2
1622,27,74573,37,39.86,4,3,25136.3,North,2
1623,58,135491,86,41.66,11,5,44789.73,North,3
1624,42,60535,13,53.9,5,2,20404.22,South,1
1625,28,66805,21,65.47,3,2,22512.7,East,0
1626,36,68677,29,81.77,3,1,23200.25,East,4
1627,41,108376,58,51.29,4,5,35544.24,North,2
1628,28,64169,12,51.26,3,2,21433.23,East,0
1629,37,36469,6,74.19,6,2,12824.84,East,1
1630,30,63376,26,62.02,2,3,21058.56,East,4
1631,34,49797,3,67.98,6,2,16944.57,East,1
1632,40,68567,38,50.31,4,2,23088.98,West,0
1633,42,40311,28,34.07,3,2,14015.17,West,0
1634,48,137224,72,95.72,8,3,45453.15,North,2
1635,50,128070,73,70.06,10,4,42423.47,North,2
1636,26,63974,18,65.86,4,3,21720.4,East,4
1637,26,61027,17,60.12,1,3,20647.22,East,4
1638,22,70396,24,52.45,3,2,24028.06,South,0
1639,30,63939,37,66.93,3,3,21577.54,West,3
1640,26,46963,21,59.37,1,2,16526.58,East,0
1641,32,48184,34,52.61,4,2,16832.85,West,1
1642,43,56603,31,44.24,6,3,19238.99,West,0
1643,56,106315,72,-4.42,10,4,34577.24,North,3
1644,53,116973,65,50.84,8,4,38532.58,North,2
1645,35,76581,25,48.72,6,3,25780.4,East,3
1646,61,134640,85,26.2,12,5,44310.31,North,3
1647,55,155084,94,99.48,10,5,51370.48,North,3
1648,51,107309,62,29.74,8,5,35489.43,North,2
1649,37,96206,34,9.35,5,5,31415.8,North,3
1650,53,91366,52,26.27,6,3,30422.91,North,2
1651,26,63255,27,48.03,2,3,21172.47,East,2
1652,28,32127,0,61.78,3,3,11429.51,East,1
1653,55,106417,82,-4.45,8,5,34661.12,North,3
1654,48,90985,58,22.26,6,2,30459.7,North,2
1655,29,66895,22,84.81,1,2,22520.34,East,4
1656,34,58311,33,52.66,5,1,19868.38,West,1
1657,37,53506,39,55.13,4,2,18215.6,West,0
1658,59,115119,89,13.55,9,4,37942.77,North,3
1659,24,59396,19,57.78,2,1,19949.57,East,2
1660,45,69203,18,59.03,6,1,23349.25,South,1
1661,35,52519,11,83.52,8,3,17897.45,East,3
1662,39,122754,59,27.27,8,5,40242.48,North,3
1663,40,34183,19,46.93,4,1,12282.14,West,0
1664,33,38475,11,72.61,5,2,13206.62,East,0
1665,28,65250,17,52.64,2,2,21815.64,East,4
1666,30,68309,17,59.81,3,2,22930.19,East,4
1667,28,61679,16,71.33,3,3,20743.59,East,4
1668,38,78762,29,48.66,3,2,26249.41,South,1
1669,21,51872,22,43.93,2,1,17900.1,East,1
1670,18,34663,0,50.23,1,1,12389.16,East,1
1671,48,84151,49,45.11,5,3,28202.23,North,2
1672,30,63228,24,63.98,2,1,21485.43,East,4
1673,29,61156,15,59.03,4,1,20834.16,East,0
1674,34,65375,21,65.16,5,1,22103.09,East,4
1675,33,32386,0,60.16,6,1,11705.04,East,1
1676,39,65160,42,33.59,5,3,21873.41,West,0
1677,49,103605,60,31.7,7,4,34381,North,2
1678,30,70557,24,60.84,7,3,24125.27,East,3
1679,29,69080,17,62.13,2,1,23347.16,East,2
1680,29,61558,16,59.72,2,3,21077.92,East,1
1681,42,63677,33,51.3,7,2,21311.5,West,0
1682,29,58978,15,68.86,3,2,19954.13,East,2
1683,44,72821,47,40.98,6,3,24373.52,West,2
1684,28,67728,22,72.3,4,3,22515.13,East,4
1685,31,69743,23,67.94,3,1,23417.93,East,4
1686,41,39031,31,36.15,4,1,13681.5,West,0
1687,51,104979,56,40.93,10,3,34593.57,North,2
1688,22,26880,0,59.8,1,3,9642.34,East,1
1689,26,58756,30,56.89,2,3,20410.39,West,0
1690,20,49063,10,62.29,1,3,16783.81,East,4
1691,50,91752,50,30.78,8,3,30647.73,North,2
1692,24,37536,0,56.45,4,3,12827.74,East,0
1693,54,108198,87,-0.42,9,4,35421.92,North,3
1694,35,80448,36,42.15,6,3,26861.22,East,3
1695,39,51629,26,47.99,6,1,17902.48,West,0
1696,41,54611,14,59.22,5,2,18230.55,South,1
1697,56,146308,84,100.51,9,5,48664.66,North,3
1698,30,65439,30,41.58,3,4,21919.81,North,2
1699,26,62754,18,51.96,3,2,20855.43,East,2
1700,35,65087,22,58.02,6,2,21993.1,East,3
1701,28,37015,26,46.4,1,2,13265,East,1
1702,34,82151,37,39.78,5,3,27181.2,North,2
1703,35,92700,38,21.01,5,3,30716.94,North,3
1704,42,64031,21,54.09,3,2,21535.22,South,1
1705,46,128095,74,92.89,9,4,42334.56,North,2
1706,58,123591,87,13.13,10,5,40702.1,North,3
1707,36,105983,57,7.51,7,4,34596.65,North,3
1708,48,126626,66,78.41,9,4,42051.87,North,2
1709,56,116468,82,4.69,10,4,38040.31,North,3
1710,24,70956,24,53.19,5,0,23749.05,West,0
1711,38,60548,51,59.62,4,3,20358.04,West,3
1712,36,53062,19,49.3,2,2,18021.49,South,1
1713,39,119723,59,11.98,7,5,39167.29,North,3
1714,22,42643,17,56.71,0,2,14866.95,East,1
1715,40,106085,54,74.92,2,4,35009.15,North,2
1716,45,125275,68,87.13,8,4,41219.62,North,2
1717,29,79764,30,44.38,4,3,26517.42,North,2
1718,35,46415,10,72.01,6,3,15641.16,South,1
1719,45,70276,57,38.19,7,4,23757.88,West,3
1720,53,115188,71,46.54,9,4,38139.82,North,2
1721,21,53972,16,38.05,2,2,18578.87,East,0
1722,30,63471,30,65.92,3,1,21468.53,West,1
1723,38,65203,42,70.36,2,2,21966.61,West,3
1724,35,83282,42,49.23,4,4,27830.71,North,2
1725,24,39919,4,48.11,2,2,13935.11,East,1
1726,37,76595,19,68.07,5,3,25534.57,East,4
1727,42,122616,69,91.17,7,3,40781.53,North,2
1728,32,64897,11,49.63,3,2,21765.52,East,2
1729,44,56507,15,47.21,3,1,18980.65,South,1
1730,54,107810,61,33.2,8,4,35529.78,North,2
1731,37,51717,39,44.11,6,2,17654.8,West,0
1732,37,41602,33,34.82,3,3,14437.75,West,1
1733,40,55774,45,38.87,4,2,18753.85,West,0
1734,42,58931,22,43.83,4,2,20317.65,West,0
1735,24,40715,25,50.47,4,1,14529.33,East,0
1736,26,57247,27,71.3,1,2,19834.02,West,1
1737,35,119758,57,13.21,5,5,39078.31,North,3
1738,39,112014,60,59.73,6,5,36963.56,North,2
1739,43,105618,55,55.71,5,4,34674.95,North,2
1740,22,65185,22,52.16,3,2,22053.61,West,0
1741,50,105404,68,29.17,7,4,34968.87,North,2
1742,27,69225,31,64.91,4,3,23107.38,West,1
1743,38,45645,9,62.65,6,2,15508.97,East,0
1744,21,34262,0,53.78,1,1,12054.3,East,0
1745,51,103955,67,26.68,7,4,34550.35,North,2
1746,30,78281,37,46.92,3,3,26240.25,North,2
1747,29,71127,33,40.34,4,3,23625.33,North,2
1748,29,32807,0,58.68,3,2,11659.84,East,1
1749,50,128011,78,97.28,7,4,42451.31,North,2
1750,26,44007,14,40.66,3,2,14720.89,East,0
1751,25,53169,13,46.61,3,2,17612.42,East,1
1752,48,129602,75,92.52,8,3,43012.6,North,2
1753,40,60952,24,42.62,6,3,20597.87,West,0
1754,40,68814,30,52.68,6,3,23096.14,West,0
1755,33,83758,36,43.45,6,4,28303.09,East,3
1756,37,109793,51,6.43,6,5,35705.18,North,3
1757,48,115581,73,47.64,9,4,38488.65,North,2
1758,34,77581,31,50.18,6,3,26166.95,East,3
1759,23,54557,20,46.19,4,1,18761.07,East,1
1760,31,80477,41,30.91,4,4,26654.44,North,2
1761,42,111469,65,77.24,5,3,36760.39,North,2
1762,22,44117,11,39.47,3,2,14851.12,East,1
1763,56,133728,89,38.65,10,4,44291.72,North,3
1764,32,61511,12,52.42,2,3,20504.97,East,4
1765,25,62380,19,52.93,3,2,21050.66,East,4
1766,26,59172,40,68.82,3,2,20142.36,West,1
1767,28,66506,27,61.11,1,2,22426.12,East,0
1768,51,118141,69,55.48,9,4,39148.06,North,2
1769,42,58339,15,64.57,8,1,19683.56,South,1
1770,47,66321,40,42.35,6,3,22338.26,West,0
1771,32,71498,26,59.75,4,2,24141.11,East,4
1772,24,72460,20,41.88,3,2,24090.76,South,3
1773,41,48822,6,64.92,7,1,16696.8,East,1
1774,32,44063,34,49.5,1,2,15595.44,West,1
1775,25,46846,8,44.54,1,1,16016.2,East,0
1776,47,94471,59,33.85,8,5,31658.89,North,2
1777,30,45796,11,52.8,5,2,15499.8,East,1
1778,25,47173,9,60.27,3,3,15975.07,East,0
1779,32,79275,39,40.85,3,3,26687.65,North,2
1780,30,65873,18,61.44,3,1,22344.76,East,4
1781,40,56911,37,45.27,4,3,19221.86,West,0
1782,61,132405,88,28.73,11,4,43668.08,North,3
1783,31,79781,26,42.89,6,4,26770.64,East,3
1784,47,140010,77,100.73,8,6,46433.27,North,3
1785,49,110918,66,47.62,9,4,36749.49,North,2
1786,34,59857,47,77.1,2,3,20375.99,West,3
1787,39,43392,34,46.53,5,3,15027.2,West,1
1788,39,36468,28,48.56,4,3,13242.64,West,1
1789,36,52109,14,79.1,6,2,17771.68,East,3
1790,39,51287,28,40.55,5,2,17702.34,West,0
1791,25,53202,10,46.51,2,2,17904.41,East,0
1792,51,100833,63,28.73,8,3,33673.42,North,2
1793,26,73564,26,69.69,6,2,24635.96,East,4
1794,26,73092,17,53.88,5,1,24530.03,South,0
1795,30,60290,21,65.72,5,2,20479.17,East,2
1796,26,62630,41,61.54,2,3,21324.5,West,1
1797,38,110840,53,17.97,5,6,36246.6,North,3
1798,39,41174,32,39.7,5,2,14442.68,West,0
1799,39,47268,8,53.53,5,1,16076.79,East,0
1800,34,59507,24,55.17,3,1,20297.54,East,1
1801,39,56336,12,59.39,4,3,19305.9,East,1
1802,38,40619,14,64.34,7,2,13836.79,East,1
1803,42,49892,30,32.13,3,1,17171.73,West,0
1804,31,69020,16,65.8,3,1,23262.76,East,4
1805,25,39508,2,55.97,4,3,13672.29,East,1
1806,32,68397,26,44.66,5,2,22831.34,East,1
1807,49,67042,47,45.38,6,3,22411.81,West,2
1808,23,68418,31,47.48,3,2,23075.54,West,3
1809,29,67100,26,69.26,2,1,22361.08,East,4
1810,28,63739,14,45.41,3,0,21522.13,East,1
1811,26,47091,14,41.86,3,2,15726.3,East,1
1812,24,51400,14,52.01,2,2,17333.95,East,1
1813,31,49131,30,57.78,3,2,16996.15,West,0
1814,29,63626,19,49.31,2,3,20964.5,East,2
1815,19,40285,9,66.94,3,1,14211.22,East,0
1816,43,59778,10,59.46,6,1,20028.5,South,0
1817,34,42587,31,39.01,3,2,14717.28,West,0
1818,40,57005,9,59.96,5,3,19174.24,South,0
1819,49,71882,62,21.86,8,5,24331.93,West,3
1820,38,74883,27,65.04,6,1,25156.77,West,0
1821,28,44228,15,58.03,5,4,14815.61,East,1
1822,38,117980,62,21.7,7,5,38876.04,North,3
1823,41,55018,47,49.04,4,2,18843.11,West,0
1824,39,56358,22,56.82,5,2,19157.67,West,0
1825,35,65197,22,55.48,5,2,21995.64,East,2
1826,40,62869,20,49.87,3,1,21291.42,South,0
1827,39,120051,56,18.15,6,4,39134.47,North,3
1828,23,45874,24,51.52,0,1,16015,East,0
1829,35,55762,15,47.23,3,2,18889.11,East,1
1830,33,73971,34,33.22,6,4,24841.76,East,3
1831,41,65633,27,50.33,7,2,22250.61,West,1
1832,22,35835,0,56.41,2,2,12786.3,East,0
1833,47,132324,76,41.46,6,5,43738.68,North,3
1834,26,59415,38,50.03,1,2,20244.91,West,0
1835,39,53950,30,32.85,6,1,18435.4,West,1
1836,24,70273,18,48.35,5,2,23679.61,South,3
1837,42,55241,12,57.6,5,3,18617.02,South,3
1838,50,94850,74,6.65,9,5,31005.22,North,3
1839,31,68060,21,56.17,3,1,22891.13,East,4
1840,26,59961,13,49.93,3,3,19821.55,East,2
1841,20,31922,1,47.73,4,3,11211.84,East,0
1842,25,54976,11,61.89,4,3,18822.05,East,0
1843,39,58892,22,54.25,4,2,19641.11,South,3
1844,27,30148,0,67.47,5,2,10933.43,East,0
1845,20,29558,0,57.26,3,1,10532.36,East,0
1846,27,61617,18,62.67,2,1,20882.21,East,2
1847,36,69173,18,64.67,4,2,23214.11,East,0
1848,36,57697,11,80.15,6,2,19663.53,South,3
1849,22,36198,2,58.13,4,2,12535.26,East,0
1850,26,60406,13,60.9,3,3,20493.19,East,0
1851,39,50256,36,54.42,4,3,17438.87,West,1
1852,26,69690,21,64.78,3,2,23396.6,East,4
1853,48,125294,72,99.56,8,4,41652.93,North,2
1854,24,30746,0,54.78,2,2,11084.08,East,1
1855,42,63112,47,34.96,7,4,21113.52,West,0
1856,45,96999,59,32.78,8,4,32335.1,North,2
1857,41,65329,60,36.92,5,4,22311.67,West,3
1858,36,43038,33,49.66,4,2,15131.64,West,0
1859,30,66718,20,67.58,4,1,22601.32,East,4
1860,39,62266,12,61.07,3,2,20988.15,South,1
1861,24,57244,11,56.04,3,1,19577.29,East,0
1862,24,44656,9,52.7,3,2,15209.46,East,0
1863,32,63968,38,66.35,4,3,21608.26,West,3
1864,39,58846,11,76.3,6,3,19981.14,South,3
1865,38,71532,23,72.74,5,3,23888.29,West,0
1866,27,27393,0,46.98,4,1,9910.31,East,0
1867,26,60559,17,65.51,3,2,20401.65,East,4
1868,51,148382,89,100.32,9,6,48900.32,North,3
1869,38,48015,22,51.25,6,2,16704.11,West,0
1870,22,54339,16,63.01,2,1,18537.23,East,1
1871,41,127300,66,40.74,7,5,41911.26,North,3
1872,43,56695,16,54.23,5,2,19377.59,South,1
1873,27,62419,13,52.06,0,3,21117.53,East,4
1874,33,72151,28,56.88,4,2,24313.25,East,2
1875,25,51648,28,42.81,0,1,17892.46,West,1
1876,50,89484,47,42.19,7,3,29913.45,North,2
1877,40,67406,59,57.61,5,4,22821.83,West,3
1878,45,82152,58,37.05,7,3,27640.45,North,2
1879,28,71596,28,61.13,3,2,23742.8,West,1
1880,55,152508,94,99.08,10,5,50854.78,North,3
1881,30,71838,27,73.08,4,2,24080.68,East,4
1882,38,47718,5,52.71,6,2,16063.91,East,1
1883,57,147982,84,70.53,13,5,49031.22,North,3
1884,26,43277,7,55.18,4,2,14422.22,East,0
1885,53,157914,90,99.45,9,5,52175.11,North,3
1886,30,58728,21,61.35,2,1,20219.22,East,0
1887,36,47049,13,71.5,7,3,15980.09,South,1
1888,28,40712,3,46.26,2,2,13896.1,East,1
1889,32,88428,38,35.31,3,2,29423.64,North,2
1890,41,71216,36,41.43,5,3,23746.99,West,0
1891,40,46240,5,53.83,6,1,15744.61,East,0
1892,34,73169,20,61.88,5,3,24699.67,East,4
1893,28,44553,11,46.52,3,3,14873.82,East,1
1894,20,71416,23,49.3,4,1,23906.12,West,0
1895,29,69576,11,58.03,1,2,23337.39,East,1
1896,31,86424,43,31.16,4,3,28570.21,North,2
1897,39,107115,58,59.93,6,4,35377.02,North,2
1898,27,64080,38,56.23,2,2,21641.3,West,1
1899,55,145123,87,100.44,10,5,48082.14,North,3
1900,47,141339,86,100.85,6,5,46911.02,North,3
1901,24,67911,19,50.75,2,3,22593,East,4
1902,51,141311,84,100.92,9,5,46943.66,North,3
1903,42,74809,39,54.29,7,2,25114.84,West,0
